x,y,f(x,y)
0.9,0.7,1.3
0.9,0.8,1.45
0.9,0.9,1.62
0.9,1.0,1.81
0.9,1.1,2.02
0.9,1.2,2.25
0.9,1.3,2.5
0.9,1.4,2.77
0.9,1.5,3.06
0.9,1.6,3.37
0.9,1.7,3.7
0.9,1.8,4.05
0.9,1.9,4.42
1.0,0.0,1.0
1.0,0.1,1.01
1.0,0.2,1.04
1.0,0.3,1.09
1.0,0.4,1.16
1.0,0.5,1.25
1.0,0.6,1.36
1.0,0.7,1.49
1.0,0.8,1.64
1.0,0.9,1.81
1.0,1.0,2.0
1.0,1.1,2.21
1.0,1.2,2.44
1.0,1.3,2.69
1.0,1.4,2.96
1.0,1.5,3.25
1.0,1.6,3.56
1.0,1.7,3.89
1.0,1.8,4.24
1.0,1.9,4.61
1.1,0.0,1.21
1.1,0.1,1.22
1.1,0.2,1.25
1.1,0.3,1.3
1.1,0.4,1.37
1.1,0.5,1.46
1.1,0.6,1.57
1.1,0.7,1.7
1.1,0.8,1.85
1.1,0.9,2.02
1.1,1.0,2.21
1.1,1.1,2.42
1.1,1.2,2.65
1.1,1.3,2.9
1.1,1.4,3.17
1.1,1.5,3.46
1.1,1.6,3.77
1.1,1.7,4.1
1.1,1.8,4.45
1.1,1.9,4.82
1.2,0.0,1.44
1.2,0.1,1.45
1.2,0.2,1.48
1.2,0.3,1.53
1.2,0.4,1.6
1.2,0.5,1.69
1.2,0.6,1.8
1.2,0.7,1.93
1.2,0.8,2.08
1.2,0.9,2.25
1.2,1.0,2.44
1.2,1.1,2.65
1.2,1.2,2.88
1.2,1.3,3.13
1.2,1.4,3.4
1.2,1.5,3.69
1.2,1.6,4.0
1.2,1.7,4.33
1.2,1.8,4.68
1.2,1.9,5.05
1.3,0.0,1.69
1.3,0.1,1.7
1.3,0.2,1.73
1.3,0.3,1.78
1.3,0.4,1.85
1.3,0.5,1.94
1.3,0.6,2.05
1.3,0.7,2.18
1.3,0.8,2.33
1.3,0.9,2.5
1.3,1.0,2.69
1.3,1.1,2.9
1.3,1.2,3.13
1.3,1.3,3.38
1.3,1.4,3.65
1.3,1.5,3.94
1.3,1.6,4.25
1.3,1.7,4.58
1.3,1.8,4.93
1.3,1.9,5.3
1.4,0.0,1.96
1.4,0.1,1.97
1.4,0.2,2.0
1.4,0.3,2.05
1.4,0.4,2.12
1.4,0.5,2.21
1.4,0.6,2.32
1.4,0.7,2.45
1.4,0.8,2.6
1.4,0.9,2.77
1.4,1.0,2.96
1.4,1.1,3.17
1.4,1.2,3.4
1.4,1.3,3.65
1.4,1.4,3.92
1.4,1.5,4.21
1.4,1.6,4.52
1.4,1.7,4.85
1.4,1.8,5.2
1.4,1.9,5.57
1.5,0.0,2.25
1.5,0.1,2.26
1.5,0.2,2.29
1.5,0.3,2.34
1.5,0.4,2.41
1.5,0.5,2.5
1.5,0.6,2.61
1.5,0.7,2.74
1.5,0.8,2.89
1.5,0.9,3.06
1.5,1.0,3.25
1.5,1.1,3.46
1.5,1.2,3.69
1.5,1.3,3.94
1.5,1.4,4.21
1.5,1.5,4.5
1.5,1.6,4.81
1.5,1.7,5.14
1.5,1.8,5.49
1.5,1.9,5.86
1.6,0.0,2.56
1.6,0.1,2.57
1.6,0.2,2.6
1.6,0.3,2.65
1.6,0.4,2.72
1.6,0.5,2.81
1.6,0.6,2.92
1.6,0.7,3.05
1.6,0.8,3.2
1.6,0.9,3.37
1.6,1.0,3.56
1.6,1.1,3.77
1.6,1.2,4.0
1.6,1.3,4.25
1.6,1.4,4.52
1.6,1.5,4.81
1.6,1.6,5.12
1.6,1.7,5.45
1.6,1.8,5.8
1.6,1.9,6.17
1.7,0.0,2.89
1.7,0.1,2.9
1.7,0.2,2.93
1.7,0.3,2.98
1.7,0.4,3.05
1.7,0.5,3.14
1.7,0.6,3.25
1.7,0.7,3.38
1.7,0.8,3.53
1.7,0.9,3.7
1.7,1.0,3.89
1.7,1.1,4.1
1.7,1.2,4.33
1.7,1.3,4.58
1.7,1.4,4.85
1.7,1.5,5.14
1.7,1.6,5.45
1.7,1.7,5.78
1.7,1.8,6.13
1.7,1.9,6.5
1.8,0.0,3.24
1.8,0.1,3.25
1.8,0.2,3.28
1.8,0.3,3.33
1.8,0.4,3.4
1.8,0.5,3.49
1.8,0.6,3.6
1.8,0.7,3.73
1.8,0.8,3.88
1.8,0.9,4.05
1.8,1.0,4.24
1.8,1.1,4.45
1.8,1.2,4.68
1.8,1.3,4.93
1.8,1.4,5.2
1.8,1.5,5.49
1.8,1.6,5.8
1.8,1.7,6.13
1.8,1.8,6.48
1.8,1.9,6.85
1.9,0.0,3.61
1.9,0.1,3.62
1.9,0.2,3.65
1.9,0.3,3.7
1.9,0.4,3.77
1.9,0.5,3.86
1.9,0.6,3.97
1.9,0.7,4.1
1.9,0.8,4.25
1.9,0.9,4.42
1.9,1.0,4.61
1.9,1.1,4.82
1.9,1.2,5.05
1.9,1.3,5.3
1.9,1.4,5.57
1.9,1.5,5.86
1.9,1.6,6.17
1.9,1.7,6.5
1.9,1.8,6.85
1.9,1.9,7.22
